Well ID,Avg Pump Difference,Area,Lateral Length,Fluid System,TVD,Development Strategy,DELAYED,BOUND_CODE,CODEV_POSITION,CODEV_FORMATION_POSITION,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_OUT_ZONE_MIN_HYPOT,PARENT_IN_ZONE_MIN_MAP_DIST,PARENT_OUT_ZONE_MIN_MAP_DIST,PARENT_1050_AVG_WELL_AGE,PARENT_1050_MEDIAN_WELL_AGE,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_AVG_MAP_DIST,PARENT_3000_AVG_TVD_DIST,PARENT_3000_AVG_WELL_AGE,PARENT_3000_MEDIAN_WELL_AGE,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_OUT_ZONE_MIN_HYPOT,CODEV_IN_ZONE_MIN_MAP_DIST,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_MAP_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure
105,0.67,Denali,10200,Campbell,9000,Mountain Dew,0,11111000,Middle,Middle,4,,,,,,,0,,,,,,0,879,575,879,4,1495,1379,316,0.2,0,9,0.554482208,30,3148.721362,291.6,2662.974152,638.3
106,-2.8,Denali,9400,Campbell,10270,Coke,1,111000,Edge,Edge,0,,1301,,216,,,0,1870,883,1559,3475,3475,8,1440,,1440,0,1440,1440,6,0,0,1,0.555906257,54,3202.266903,292.2,2314.917876,609.1
107,55.13,Denali,10200,Campbell,10270,Coke,1,111000,Edge,Edge,0,,1301,,216,,,0,1870,883,1559,3475,3475,8,1440,,1440,0,1440,1440,6,0,0,1,0.532132444,135,2924.140031,309.5,2087.818061,752.4
108,1.51,Glacier,10100,Campbell,8530,Orange Crush,0,111100,Edge,Edge,4,,,,,,,0,,,,,,0,959,492,959,4,1561,1457,331,-5,-0.5,10,0.562450063,112,3132.012505,197.9,2839.83509,656
109,33.77,Lake Clark,10800,Williams,8350,Orange Crush,1,11011111,Middle,Middle,8,1707,630,1707,23,4690,4691,3,1985,1621,870,3368,4686,24,792,657,792,5,1304,1191,300,-18.6,-27.5,10,0.485013292,33,2582.552389,153.4,2372.739292,684.7
110,18.72,Glacier,10300,Campbell,8500,Orange Crush,0,11011010,Middle,Middle,5,,,,,,,0,,,,,,0,627,370,627,5,1221,1127,326,-7.5,-2.5,10,0.553742583,32,3214.919515,215.6,3058.222424,611.8
111,-0.55,Lake Clark,9800,Williams,8325,Orange Crush,1,10011111,Middle,Middle,7,,577,,127,3653,3654,3,1937,1557,886,4080,3654,19,708,278,708,4,697,648,130,0.3,0.5,4,0.502013393,35,,,2509.734182,626.1
112,14.37,Lake Clark,10600,Williams,10440,Coke,1,1111000,Edge,Edge,1,,1161,,90,,,0,2217,1623,1355,3030,2638,15,1000,,1000,1,1000,1000,18,0,0,1,0.492152253,99,2718.909404,164,2123.056545,644.9
113,45.67,Glacier,10300,Campbell,8515,Orange Crush,0,11011101,Middle,Middle,7,,,,,,,0,,,,,,0,959,372,959,7,1050,930,327,-3.9,1,10,0.542547808,132,3183.079823,189.3,3091.153367,476.8
114,-0.46,Lake Clark,9800,Williams,10440,Coke,1,11111000,Edge,Edge,1,1901,1086,1901,115,,,0,2213,1703,1158,4221,4796.5,18,1000,,1000,1,1000,1000,9,0,0,1,0.501979983,107,,,2879.175352,571.6
115,23,Lake Clark,10600,Williams,10420,Coke,1,11111000,Edge,Edge,1,,1158,,31,,,0,2270,1710,1346,3591,3445,18,1000,,1000,1,1000,1000,18,0,0,1,0.488976519,162,2576.100462,198.1,2386.942578,616.2
116,11.92,Lake Clark,9800,Williams,8375,Orange Crush,1,11011111,Middle,Middle,8,,728,,107,5902,6296,3,1808,1438,910,5111,5508.5,16,755,484,755,5,1479,1408,284,11.6,2,12,0.498518451,167,2670.179469,156,2619.197522,730.6
117,0.89,Canyonlands,15700,Williams,8985,Orange Crush,1,11111101,Edge,Edge,4,736,843,734,214,2496,2495.5,2,1938,1622,767,2031,2437,18,,624,,2,1074,790,626,0.7,1,3,0.544308289,131,3135.863594,222,1958.565871,250.8
118,-2.13,Arches,11100,Campbell,8445,Orange Crush,1,10101111,Edge,Edge,5,2081,489,2081,4,4293,4293,4,1948,1513,959,2326,1081,25,1439,266,1439,1,1048,959,183,0.7,1,3,0.522708084,445,2903.359808,154.7,2793.901301,621.5
119,-1.45,Hot Springs,9800,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.551499235,42,3383.440746,176.9,2830.180516,619.8
120,-1.63,Hot Springs,10000,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.551572593,38,3452.534082,254.1,2665.209027,740.3
121,0.25,Canyonlands,15600,Williams,8985,Orange Crush,1,11111101,Edge,Edge,4,736,843,734,214,2496,2495.5,2,1938,1622,767,2031,2437,18,,624,,2,1074,790,626,0.7,1,3,0.544566161,228,3179.769204,209.3,2010.03753,809.2
122,3.63,Kings Canyon,11800,Campbell,8985,Orange Crush,1,11111101,Edge,Edge,4,736,843,734,214,2496,2495.5,2,1938,1622,767,2031,2437,18,,624,,2,1074,790,626,0.7,1,3,0.595283831,119,2888.209673,172.5,2438.908726,577.7
123,10.28,Arches,11200,Campbell,8445,Orange Crush,1,10101111,Edge,Edge,5,2081,489,2081,4,4293,4293,4,1948,1513,959,2326,1081,25,1439,266,1439,1,1048,959,183,0.7,1,3,0.517916936,514,2810.670566,189.1,2379.488149,637.4
124,15.66,Canyonlands,15400,Williams,8985,Orange Crush,1,11111101,Edge,Edge,4,736,843,734,214,2496,2495.5,2,1938,1622,767,2031,2437,18,,624,,2,1074,790,626,0.7,1,3,0.537945825,337,2758.176414,182.7,2054.635437,446.1
125,40.52,Hot Springs,10000,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.534394724,133,3069.592497,251.7,2324.338199,702.7
126,5.25,Big Bend,10100,Williams,9205,Orange Crush,1,11111101,Edge,Edge,6,974,397,974,3,4057,2787,5,1863,1739,473,3793,2788,24,579,,579,1,928,928,3,1,1,2,0.591149071,317,3405.908673,242.3,2287.406549,594.9
127,-5.71,Mount Rainier,7400,Campbell,9545,Orange Crush,1,1111101,Middle,Edge,3,,752,,65,559,559,1,1723,1285,984,624,559,7,1450,365,1450,2,1004,957,209,-1,-1,4,0.510718973,358,3129.436529,137.3,3092.401778,435.3
128,22.28,Big Bend,10200,Williams,9205,Orange Crush,1,11111101,Edge,Edge,6,974,397,974,3,4057,2787,5,1863,1739,473,3793,2788,24,579,,579,1,928,928,3,1,1,2,0.583672645,392,3019.273459,246.6,2491.999092,604.9
129,81.66,Canyonlands,10300,Young,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.511177664,48,2178.831474,163.6,1487.563294,707.9
130,1.55,Mount Rainier,7600,Campbell,9570,Orange Crush,1,11110010,Edge,Edge,3,,810,,52,560,560,1,1578,1093,1021,560,560,8,1450,264,1450,2,1078,1011,191,0.3,0.5,4,0.510585209,301,3317.264094,198.3,3062.836299,459.5
131,,Big Bend,10200,Williams,8860,Mountain Dew,1,11111010,Middle,Middle,11,237,308,35,46,2259,2259,6,1769,1748,224,2129,2258,10,388,410,388,5,598,538,195,0,0,5,0.588176939,491,3120.067826,214.9,2437.221124,529.3
132,70.53,Canyonlands,10300,Young,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.515657072,113,2147.943132,189.7,1531.745871,638.6
133,8.07,Mount Rainier,7600,Campbell,10385,Coke,1,11111000,Middle,Edge,3,1348,679,1348,232,3451,3446,3,2164,1661,1166,2491,2586,32,1366,2207,1366,0,2081,860,1639,-10,-13,4,0.508119701,383,3156.085533,129.5,3062.097199,919.4
134,0.85,Acadia,10300,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.574264328,107,3479.21576,224.5,3024.888888,390.9
135,62.68,Canyonlands,10300,Young,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.518816402,187,2206.131451,734,1571.450458,659.5
136,0.88,Acadia,10300,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.574251575,151,3440.218761,202.4,2890.949204,327.6
137,,Dry Tortugas,7300,Campbell,8920,Orange Crush,1,11011000,Edge,Edge,3,1217,936,1217,911,1016,1016,1,1999,1889,556,1134,1019,12,610,852,610,2,746,489,400,2,2,2,0.606818415,38,3148.416568,146.8,3195.083894,1018
138,11.23,Dry Tortugas,7300,Campbell,9315,Orange Crush,1,11111010,Middle,Edge,7,837,556,836,15,2282,1700,4,1923,1773,554,2109,1699,32,784,242,784,3,1485,1124,751,2.9,-1,9,0.60038708,156,3119.387257,152,2420.874159,505.6
139,58.05,Everglades,10500,Young,8870,Mountain Dew,0,1110,Middle,Edge,3,2780,2486,2779,2471,,,0,2629,2606,276,1997,2000,3,858,541,858,3,1024,870,318,-1.2,-1,5,0.502460988,101,2485.747411,207.4,2501.605448,676.6
140,67.17,Everglades,10500,Young,8810,Mountain Dew,0,10001101,Middle,Middle,4,1781,1587,1778,1491,,,0,2300,2250,295,1923,1481.5,12,666,682,666,4,851,706,343,0,0,5,0.498918962,246,2416.34651,224.1,2168.165348,805
141,-1.91,Great Basin,9800,Campbell,9120,Sprite,1,11011101,Edge,Edge,3,1526,851,1487,275,3873,3873,2,2045,1822,702,2052,1767,20,796,,796,1,814,814,18,0,0,1,0.58533376,48,3012.960439,138.8,2625.100015,636.4
142,-0.13,Great Basin,9800,Campbell,8765,Orange Crush,1,11111101,Edge,Edge,10,705,374,704,44,5387,3314,9,1639,1405,634,4857,4959.5,30,818,,818,1,818,818,4,0,0,1,0.582275356,49,2939.421008,193.2,2292.099985,766.5
143,29.05,North Cascades,7400,Campbell,10085,Coke,1,11110000,Edge,Edge,0,,1158,,58,,,0,2263,1444,1577,2008,1441,20,1147,,1147,0,1154,1154,6,0,0,1,0.539171012,171,2725.084317,152.6,1668.609211,502
144,33.22,North Cascades,7400,Campbell,9980,Coke,1,11111000,Edge,Edge,1,734,1147,734,152,260,260,1,2186,1594,1309,3867,5269.5,18,1703,,1703,0,1731,1731,1,0,0,1,0.537471243,220,2703.052235,183.5,1703.5611,550.8
145,-3.13,Great Sand Dunes,7300,Campbell,8455,Orange Crush,0,1001101,Middle,Edge,5,,,,,,,0,,,,,,0,1260,352,1260,5,1578,1431,458,1.9,-1,14,0.574183679,36,3418.652943,268,2803.295414,444.6
146,14.06,Olympic,12600,Williams,9110,Orange Crush,1,11011001,Middle,Edge,6,1465,710,1465,640,4406,4406,1,2172,2086,471,2866,2638,17,1011,597,1011,5,1018,737,597,-0.6,-1,7,0.552795941,679,3173.314467,577.2,1813.776337,532.9
147,52.38,Petrified Forest,11800,Young,8215,Mountain Dew,1,10001011,Edge,Edge,2,1934,788,1914,0,5648,5647.5,2,1876,1518,770,4305,5032,10,1320,,1320,0,1650,1650,14,1,1,2,0.482264741,39,2383.651435,147.2,1890.723517,673.8
148,-0.56,Great Sand Dunes,7300,Campbell,8535,Orange Crush,1,10011110,Edge,Edge,3,1620,1169,1619,1124,,,0,2220,2159,447,1924,1269,12,,299,,3,543,161,507,0.7,1,3,0.573094568,113,3349.964309,143.4,3174.788642,455.8
149,11.31,Petrified Forest,11800,Williams,8215,Mountain Dew,1,10001011,Edge,Edge,2,1934,788,1914,0,5648,5647.5,2,1876,1518,770,4305,5032,10,1320,,1320,0,1650,1650,14,1,1,2,0.497507574,129,2692.737861,176.5,2094.233551,800.8
150,11.7,Olympic,11400,Williams,9110,Orange Crush,1,11011001,Middle,Edge,6,1465,710,1465,640,4406,4406,1,2172,2086,471,2866,2638,17,1011,597,1011,5,1018,737,597,-0.6,-1,7,0.556864871,195,3229.885956,868.2,2429.851705,491.7
151,3.86,Redwood,9600,Campbell,7345,Orange Crush,1,11011101,Edge,Edge,6,637,397,636,188,4952,4794,5,1589,1474,418,4182,3460.5,14,677,,676,1,1542,1542,25,17.7,1,3,0.548505379,278,2570.272566,109,2101.778068,195.8
152,7.71,Redwood,9600,Campbell,7345,Orange Crush,1,11011101,Edge,Edge,6,637,397,636,188,4952,4794,5,1589,1474,418,4182,3460.5,14,677,,676,1,1542,1542,25,17.7,1,3,0.546938715,342,2553.961908,111.5,2178.882147,177.6
153,-2.47,Acadia,10200,Campbell,9475,Orange Crush,0,111000,Edge,Edge,3,,,,,,,0,,,,,,0,787,411,787,3,1263,858,689,-1.4,-1.5,10,0.606314397,76,2919.941462,276.5,2657.547911,596.9
154,-0.71,Acadia,10200,Campbell,9475,Orange Crush,0,111000,Edge,Edge,3,,,,,,,0,,,,,,0,787,411,787,3,1263,858,689,-1.4,-1.5,10,0.605526426,98,2859.650296,280.7,2451.90137,520.2
155,12.44,Redwood,9600,Campbell,7345,Orange Crush,1,11011101,Edge,Edge,6,637,397,636,188,4952,4794,5,1589,1474,418,4182,3460.5,14,677,,676,1,1542,1542,25,17.7,1,3,0.545013956,376,2499.417045,105,1969.816576,226.6
156,5.27,Dry Tortugas,12600,Williams,9310,Orange Crush,1,11111100,Edge,Edge,4,1228,814,1228,3,1701,1700.5,2,2248,2056,623,1907,624,21,844,843,844,2,1654,1442,611,-2.3,1,7,0.577359106,456,3242.812405,153.3,2877.138122,227
157,-7,Petrified Forest,9800,Campbell,8435,Mountain Dew,0,1110,Edge,Edge,3,2655,2475,2654,2434,,,0,2643,2623,236,1074,1074,2,850,485,850,3,1149,1033,287,-1.2,-1,5,0.561498688,44,2769.57419,130.6,2289.427364,334
158,5.71,Carlsbad Caverns,7500,Williams,8985,Orange Crush,1,11111101,Edge,Edge,4,736,843,734,214,2496,2495.5,2,1938,1622,767,2031,2437,18,,624,,2,1074,790,626,0.7,1,3,0.494821106,41,2278.39469,249.8,1324.59823,647.2
159,10.62,Carlsbad Caverns,7500,Williams,8985,Orange Crush,1,11111101,Edge,Edge,4,736,843,734,214,2496,2495.5,2,1938,1622,767,2031,2437,18,,624,,2,1074,790,626,0.7,1,3,0.493016176,88,2189.968557,190.1,1408.901054,694.5
160,16.97,Carlsbad Caverns,7500,Williams,8985,Orange Crush,1,11111101,Edge,Edge,4,736,843,734,214,2496,2495.5,2,1938,1622,767,2031,2437,18,,624,,2,1074,790,626,0.7,1,3,0.490681897,134,2204.64935,191,1123.938884,696.4
161,59.23,Glacier,10000,Young,8475,Mountain Dew,1,11001111,Edge,Edge,5,697,530,695,171,3489,3488.5,2,1801,1677,504,1856,1651,12,880,544,880,3,1635,1516,322,-0.6,-1,7,0.543280909,564,2825.472997,179.4,2453.491958,772.5
162,4.26,Glacier,10000,Campbell,9085,Orange Crush,0,11111101,Middle,Middle,5,2794,2693,2793,1172,,,0,2867,2530,857,2196,1065,5,795,424,795,5,1703,1486,597,1.8,1,24,0.573436957,435,3159.452174,215,3048.83913,542.3
163,5.1,Joshua Tree,9000,Campbell,,Coke,1,11111000,Edge,Edge,2,2611,942,2610,0,1049,1048.5,2,2471,1701,1581,1275,1035,41,1134,,1134,0,1149,1149,23,0,0,1,0.541161144,38,3480.652674,194.3,3228.586918,333.8
164,12.08,Joshua Tree,8800,Campbell,10520,Coke,1,11111000,Edge,Edge,1,1415,961,1415,0,2862,2862,1,2391,1577,1553,2937,2875,37,1201,,1200,0,1201,1200,38,0,0,1,0.538356253,118,3531.805048,135.3,3114.487134,409.8
165,42.28,Joshua Tree,9000,Campbell,10520,Coke,1,11111000,Edge,Edge,1,1415,961,1415,0,2862,2862,1,2391,1577,1553,2937,2875,37,1201,,1200,0,1201,1200,38,0,0,1,0.526220478,112,3223.889381,114,3042.133097,534.9
166,20.89,Badlands,10200,Young,9065,Mountain Dew,1,10011101,Edge,Edge,3,1059,181,1042,88,4614,4614,1,1730,1684,281,3607,3968,9,576,1032,565,2,1382,1323,224,-1,-1,4,0.505115363,29,3272.850619,186.2,2823.121947,723.1
167,6.69,Glacier,10000,Williams,9085,Orange Crush,0,11111101,Middle,Middle,5,2794,2693,2793,1172,,,0,2867,2530,857,2196,1065,5,795,424,795,5,1703,1486,597,1.8,1,24,0.578302868,280,3301.484148,466.2,3030.730342,424.7
168,95.62,Badlands,10200,Young,8815,Orange Crush,1,10111000,Edge,Edge,3,1202,906,1201,879,3612,3612,1,1872,1833,299,3124,3208,13,,491,,2,836,76,831,0.7,1,3,0.476753042,129,2899.779,333,2069.137445,1131.9
169,74.43,Badlands,10200,Young,9065,Mountain Dew,1,10011101,Edge,Edge,3,1059,181,1042,88,4614,4614,1,1730,1684,281,3607,3968,9,576,1032,565,2,1382,1323,224,-1,-1,4,0.484795295,236,2869.74137,318,1955.017345,1017.6
170,19.04,Big Bend,15500,Williams,8700,Mountain Dew,0,11111000,Middle,Middle,3,2820,2048,2820,1960,,,0,2582,2533,405,399,399,3,860,626,860,3,894,688,381,1.2,1,5,0.508894243,112,2652.091397,314.6,2083.410681,530
171,20.93,Big Bend,16000,Williams,7720,Orange Crush,1,11111000,Middle,Edge,3,2269,1220,2258,266,,,0,2306,1965,924,2533,875,7,720,402,720,3,890,823,208,1.2,1,5,0.508172567,197,2741.192112,235.2,1695.031604,487.2
172,18.53,Rocky Mountain,10200,Williams,8985,Orange Crush,1,11111101,Edge,Edge,4,736,843,734,214,2496,2495.5,2,1938,1622,767,2031,2437,18,,624,,2,1074,790,626,0.7,1,3,0.574648808,250,2981.228426,254.6,2521.525948,490.1
173,-6.95,Great Smoky Mountains,10300,Williams,8390,Mountain Dew,0,10001101,Middle,Middle,4,,,,,,,0,,,,,,0,843,657,843,4,1512,1433,316,1.2,1,10,0.552904246,33,2901.40995,180,2612.251004,492.5
174,19.72,Great Smoky Mountains,10300,Williams,8390,Mountain Dew,0,10001101,Middle,Middle,4,,,,,,,0,,,,,,0,843,657,843,4,1512,1433,316,1.2,1,10,0.544716692,31,2862.625148,174.9,2721.909165,527.1
175,8.31,Glacier,15400,Williams,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.564166454,310,3348.244094,229.3,2846.434552,1109.5
176,21.04,Petrified Forest,9900,Williams,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.51058827,39,2537.420385,190.7,1685.325063,580.9
177,21.98,Petrified Forest,10000,Williams,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.510739265,112,2325.636337,197.6,2008.504109,543.5
178,5.87,Glacier,15800,Williams,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.565191085,415,3355.734944,320.7,3106.09055,538.4
179,13.8,Petrified Forest,10000,Williams,10415,Coke,1,11100000,Edge,Edge,2,,980,,50,1764,1764,2,2071,1242,1483,1840,1764,12,1455,,1455,0,1490,1490,4,0,0,1,0.513880965,178,2519.909296,324.3,1889.667164,633.4
180,37,Glacier,15800,Williams,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.552118641,488,3169.855167,185.2,3050.102809,531.4
181,15.19,Great Basin,10000,Campbell,10055,Coke,1,11111000,Edge,Edge,0,1341,1291,1341,71,,,0,2444,1728,1475,3145,1743,33,1283,,1283,0,1326,1326,19,0,0,1,0.566522913,135,2778.035644,687.2,2535.961762,456.7
182,19.2,Great Basin,10000,Campbell,10285,Coke,1,11111000,Edge,Edge,1,1038,1115,1038,0,2020,2020,1,2536,1680,1639,3847,2443,29,1775,,1775,0,1783,1783,28,0,0,1,0.564823254,126,2569.498384,140.3,2313.074005,597.7
183,38.38,Great Basin,10000,Campbell,10275,Coke,1,11110000,Edge,Edge,1,,984,,4,5286,5286,1,2275,1394,1586,3199,3837,16,1639,1800,1639,0,1950,1402,1085,-0.7,-1,3,0.556693708,190,2584.143363,124.1,2555.544148,399.2
184,19.4,North Cascades,10400,Williams,10090,Coke,1,11110000,Edge,Edge,0,,1408,,42,,,0,2582,1602,1871,1799,1843,20,1511,,1511,0,1647,1647,1,0,0,1,0.547718405,219,2666.452682,131.6,1770.280839,800.3
185,19.03,North Cascades,10400,Williams,10090,Coke,1,11110000,Edge,Edge,0,,1408,,42,,,0,2582,1602,1871,1799,1843,20,1511,,1511,0,1647,1647,1,0,0,1,0.547870505,266,2722.559369,170.9,2523.886118,688
186,36.14,North Cascades,10400,Williams,10090,Coke,1,11110000,Edge,Edge,0,,1408,,42,,,0,2582,1602,1871,1799,1843,20,1511,,1511,0,1647,1647,1,0,0,1,0.540836906,285,2655.381216,154.5,2462.709788,547.5
187,28.1,Everglades,10500,Campbell,8810,Mountain Dew,0,10001101,Middle,Middle,4,1781,1587,1778,1491,,,0,2300,2250,295,1923,1481.5,12,666,682,666,4,851,706,343,0,0,5,0.502990114,154,2913.556622,291.7,1741.495752,676.9
188,31.06,Everglades,10400,Williams,8810,Mountain Dew,0,10001101,Middle,Middle,4,1781,1587,1778,1491,,,0,2300,2250,295,1923,1481.5,12,666,682,666,4,851,706,343,0,0,5,0.501865337,213,2964.785264,252.1,2221.265448,624
189,33.72,Petrified Forest,10000,Williams,7520,Mountain Dew,1,10001000,Edge,Edge,2,784,,782,,3968,3968,1,1628,1626,79,4105,4104.5,4,1980,696,1980,1,1556,1540,155,-0.7,-1,3,0.492131695,41,2410.974005,144.5,2433.602601,375.6
190,5.62,Everglades,10400,Williams,8810,Mountain Dew,0,10001101,Middle,Middle,4,1781,1587,1778,1491,,,0,2300,2250,295,1923,1481.5,12,666,682,666,4,851,706,343,0,0,5,0.511532341,309,3061.117722,306.5,1963.574113,883.5
191,20.53,Petrified Forest,10000,Williams,7520,Mountain Dew,1,10001000,Edge,Edge,2,784,,782,,3968,3968,1,1628,1626,79,4105,4104.5,4,1980,696,1980,1,1556,1540,155,-0.7,-1,3,0.497056503,107,2485.828165,203.5,2458.557476,451.7
192,23.17,Great Basin,9800,Campbell,10650,Coke,1,11111000,Edge,Edge,0,1142,1283,1142,0,,,0,2602,1580,1815,3088,2258.5,26,1847,,1847,0,1847,1847,16,0,0,1,0.543612617,32,2738.44581,110.2,2779.193382,365.7
193,23.53,Petrified Forest,10000,Williams,8755,Mountain Dew,1,10001011,Edge,Edge,4,1537,417,1537,1,3162,3172,3,1870,1796,322,2430,3142,12,882,,882,1,1172,1172,10,1,1,2,0.49593638,171,2424.761231,158.4,2323.468449,334.8
194,,Great Basin,10000,Young,8915,Orange Crush,1,11111100,Edge,Edge,5,991,609,987,119,1844,835,4,1832,1694,530,3097,1478,21,797,1891,797,1,1720,1496,664,12,12,4,0.523895323,100,2471.255945,105,2472.226587,313.8
195,28.3,Everglades,10000,Campbell,9475,Mountain Dew,1,11111101,Middle,Middle,5,2331,904,2326,434,171,171,1,1948,1770,667,1366,171,7,580,519,580,4,1499,1409,285,16.9,30,11,0.505867641,29,2712.567541,254.9,2313.355575,794
196,62.34,Great Basin,9800,Young,10650,Coke,1,11111000,Edge,Edge,0,1142,1283,1142,0,,,0,2602,1580,1815,3088,2258.5,26,1847,,1847,0,1847,1847,16,0,0,1,0.527585923,176,2514.476383,106.7,2120.666456,475.1
197,41.75,Everglades,10000,Campbell,9475,Mountain Dew,1,11111101,Middle,Middle,5,2331,904,2326,434,171,171,1,1948,1770,667,1366,171,7,580,519,580,4,1499,1409,285,16.9,30,11,0.500726729,148,2597.442801,193.2,2254.978707,442.3
198,-0.84,Big Bend,12800,Campbell,9965,Coke,1,1111000,Edge,Edge,1,1677,1226,1499,4,,,0,2241,1168,1739,5024,4365.5,18,919,,918,1,967,967,35,0,0,1,0.606521422,441,2621.10985,217.3,1434.416699,243.4
199,2.96,Big Bend,12500,Campbell,10130,Coke,1,11110000,Edge,Edge,0,,1315,,332,,,0,2214,1430,1577,1520,1520,12,1092,,1092,0,1100,1100,4,0,0,1,0.605544059,41,2745.732051,196.6,1683.805117,1002.2
200,-2.1,Big Bend,12600,Campbell,10130,Coke,1,11110000,Edge,Edge,0,,1315,,332,,,0,2214,1430,1577,1520,1520,12,1092,,1092,0,1100,1100,4,0,0,1,0.607815705,130,2846.88364,269.3,1917.067818,1069.3
201,34.33,Lake Clark,12700,Williams,8455,Orange Crush,1,11011111,Middle,Edge,6,871,540,871,85,5664,6217,6,1943,1553,858,4339,5900,29,1456,1142,1456,0,1859,1751,503,32.6,53,5,0.501028289,181,2727.339854,485.6,2165.224217,657
202,43.13,Everglades,9800,Young,10235,Coke,1,11111000,Edge,Edge,1,1887,1183,1887,1,,,0,2373,1646,1455,3037,3695,27,826,,826,1,838,838,1,0,0,1,0.49727883,60,2730.944463,255.1,2086.997291,740.5
203,23.1,Lake Clark,12600,Williams,8045,Orange Crush,1,10101111,Middle,Middle,9,,535,,0,3131,3132,5,1989,1508,1031,2879,3133,18,722,276,722,4,703,646,139,0.3,0.5,4,0.505299059,282,2707.380662,157.5,2690.661985,615
204,39.95,Everglades,9800,Young,10235,Coke,1,11111000,Edge,Edge,1,1887,1183,1887,1,,,0,2373,1646,1455,3037,3695,27,826,,826,1,838,838,1,0,0,1,0.498487205,189,2661.586795,167.9,1997.20908,497.2
205,8.21,Lake Clark,12700,Williams,10365,Coke,1,11111000,Middle,Middle,0,,1143,,10,,,0,2150,1389,1436,924,846,16,1200,,1200,0,1758,1758,8,0.7,1,3,0.510961728,359,2804.131512,142.3,2854.3197,394.8
206,16.66,Lake Clark,10300,Campbell,10355,Coke,1,11110000,Edge,Edge,1,,1159,,3,,,0,2263,1614,1454,788,842,16,1026,,1026,1,1859,1859,6,-0.5,-0.5,2,0.509494796,39,2144.46691,317.7,2110.712389,567.7
207,17.37,Grand Teton,15400,Campbell,8340,Orange Crush,1,10101111,Edge,Edge,3,1446,596,1446,61,126,125.5,2,1992,1761,647,1081,140,19,1200,264,1200,1,918,839,183,0.7,1,3,0.517438798,547,2659.629796,204,2523.697845,664
208,26.09,Lake Clark,10200,Williams,8070,Orange Crush,1,1001111,Edge,Edge,5,,680,,2,4401,4401,3,1856,1184,1195,3673,4400,11,800,263,800,2,987,935,140,0.3,0.5,4,0.50589623,107,2019.252397,214.3,1753.971943,312.3
209,29.88,Lake Clark,10200,Williams,10355,Coke,1,11111000,Middle,Middle,1,,1136,,1,,,0,2159,1454,1443,817,844,16,1026,,1026,1,1750,1750,9,-0.7,-1,3,0.504449934,172,2143.447726,873.6,2124.827041,529.7
